# ------------ Start Activity -------------

"_EMAIL_NOTIFY_COMMENTED_COMMENTED_BODY";"[header]

[sender_title] has also commented on a post you commented on. Please click the following link to view it:

http://[host][object_link]

[footer]"

# notify_liked
"_EMAIL_NOTIFY_LIKED_TITLE";"Like"
"_EMAIL_NOTIFY_LIKED_DESCRIPTION";"This email is sent to the member when someone likes the member's post."
"_EMAIL_NOTIFY_LIKED_SUBJECT";"[sender_title] liked your post"
"_EMAIL_NOTIFY_LIKED_BODY";"[header]

[sender_title] has liked one of your posts. Please click the following link to view it:

http://[host][object_link]

[footer]"

# notify_liked_commented
"_EMAIL_NOTIFY_LIKED_COMMENTED_TITLE";"Comment on Liked"
"_EMAIL_NOTIFY_LIKED_COMMENTED_DESCRIPTION";"This email is sent to the member when someone comments on a post the member liked."
"_EMAIL_NOTIFY_LIKED_COMMENTED_SUBJECT";"[sender_title] commented on a post you like"
"_EMAIL_NOTIFY_LIKED_COMMENTED_BODY";"[header]

[sender_title] has commented on a post you liked. Please click the following link to view it:

http://[host][object_link]

[footer]"

"You cannot share this item because it has been removed.";"You cannot share this item because it has been removed."


"Default Email Notifications";"Default Email Notifications"
"This page allows you to specify the default email notifications for new users.";"This page allows you to specify the default email notifications for new users."
"All Updates";"All Updates"
"Friends";"Friends"
"with";"with"
"at";"at"
"others";"others"
"and";"and"
"Undo";"Undo"
"Hide all by";"Hide all by"
"Feeds from %s are hidden now and will not appear in your Activity Feed anymore.";"Feeds from %s are hidden now and will not appear in your Activity Feed anymore."
"This feed  is now hidden from your Activity Feed";"This feed  is now hidden from your Activity Feed"
"To mark it offensive, please %s";"To mark it offensive, please %s"
"file a report";"file a report"
"%d new update is available - click this to show it.";"%d new update is available - click this to show it.";"%d new updates are available - click this to show them."
"%d new updates are available - click this to show them.";"%d new updates are available - click this to show them."
"The post was not added to the feed. Please check your %1$sprivacy settings%2$s.";"The post was not added to the feed. Please check your %1$sprivacy settings%2$s."
"Nothing has been posted here yet - be the first!";"Nothing has been posted here yet - be the first!"
"Loading ...";"Loading ..."
"Activity Item Not Found";"Activity Item Not Found"
"The page you have attempted to access could not be found.";"The page you have attempted to access could not be found."
"Nothing has been posted here yet - be the first!";"Nothing has been posted here yet - be the first!"
"View More";"View More"
"There are no more posts to show.";"There are no more posts to show."
"Not post";"Not post"
"Invalid data";"Invalid data"
"Success!";"Success!"
"Your tag has been removed.";"Your tag has been removed."
"Your changes have been saved.";"Your changes have been saved."
"Your report has been submitted.";"Your report has been submitted."
"Everyone";"Everyone"
"Friends & Networks";"Friends & Networks"
"Friends Only";"Friends Only"
"Only Me";"Only Me"
"All Group Members";"All Group Members"
"Officers and Owner Only";"Officers and Owner Only"
"Owner Only";"Owner Only"
"Event Guests Only";"Event Guests Only"
"Edit Activity Feed Settings";"Edit Activity Feed Settings"
"Hide feeds from:";"Hide feeds from:"
"Remove";"Remove"
"You have not hidden activity feeds from any sources.";"You have not hidden activity feeds from any sources."
"Save";"Save"
"Cancel";"Cancel"
"%s friend";"%s friend";"%s friends"
"People";"People"
"People Who Shared This";"People Who Shared This"
"Settings";"Settings"
"More";"More"
"All Activities";"All Activities"
"Event Owner";"Event Owner"
"Owner";"Owner"
"Guests";"Guests"
"Officers";"Officers"
"Members";"Members"
"Friends";"Friends"
"The action you are looking for does not exist.";"The action you are looking for does not exist."
"Delete Feed";"Delete Feed"
"Report Feed";"Report Feed"
"Hide all from %s";"Hide all from %s"
"Remove From Saved Feeds";"Remove From Saved Feeds"
"Save Feed";"Save Feed"
"Edit Feed";"Edit Feed"
"others";"others"
"Unlike";"Unlike"
"Like";"Like"
"Comment";"Comment"
"Remove Tag";"Remove Tag"
"Share";"Share"
"%s share";"%s share";"%s shares"
"%s likes this.";"%s likes this.";"%s like this."
"%s person likes this";"%s person likes this";"%s person like this"
"View all %s comment";"View all %s comment";"View all %s comments"
"delete";"delete"
"like";"like"
"unlike";"unlike"
"What's on your mind?";"What's on your mind?"
"+ Who are you with?";"+ Who are you with?"
"> Where are you?";"> Where are you?"
"Tag people in your post";"Tag people in your post"
"Add a location to post";"Add a location to post"
"Insert Emoticons";"Insert Emoticons"
"Privacy";"Privacy"
"+ Who can view this feed?";"+ Who can view this feed?"
"Share";"Share"
"General";"General"
"Networks";"Networks"
"Friend List";"Friend List"
"Friends";"Friends"
"Groups";"Groups"
"Get Feeds";"Get Feeds"
"{item:$subject} tagged you in a {item:$object:post}.";"{item:$subject} tagged you in a {item:$object:post}."
"ACTIVITY_TYPE_YNFEED_TAG";"When I'm tagged in posts"
"ACTIVITY_TYPE_FOLLOW_COMMENTED";"When people comment on things I follow."
"ACTIVITY_TYPE_FOLLOW_LIKED";"When people like things I follow."
"Advanced Feed";"Advanced Feed"
"Angel";"Angel"
"Angry";"Angry"
"Bearhug";"Bear hug"
"Beer";"Beer"
"Blush";"Blush"
"Bow";"Bow"
"Boxing";"Boxing"
"Brokenheart";"Broken heart"
"Bake";"Bake"
"Callme";"Call me"
"Cash";"Cash"
"Cellphone";"Cellphone"
"Clapping";"Clapping"
"Coffee";"Coffee"
"Cool";"Cool"
"Crying";"Crying"
"Dance";"Dance"
"Devil";"Devil"
"Doh";"Doh"
"Drink";"Drink"
"Dull";"Dull"
"Emo";"Emo"
"Evilgrin";"Evil grin"
"Flex";"Flex"
"Flower";"Flower"
"Giggle";"Giggle"
"Handshake";"Handshake"
"Happy";"Happy"
"Heart";"Heart"
"Hi";"Hi"
"Inlove";"In love"
"Itwasntme";"It wasn't me"
"Jealous";"Jealous"
"Kiss";"Kiss"
"Laughing";"Laughing"
"Mail";"Mail"
"Makeup";"Make up"
"Mmm";"Mmm"
"Music";"Music"
"Nerd";"Nerd"
"No";"No"
"Nod";"Nod"
"Nospeak";"No speak"
"Party";"Party"
"Puke";"Puke"
"Rofl";"Rolf"
"Sad";"Sad"
"Shakeno";"Shake no"
"Smile";"Smile"
"Speechless";"Speechless"
"Sweating";"Sweating"
"Thinking";"Thinking"
"Tongue out";"Tongue out"
"Wait";"Wait"
"Whew";"Whew"
"Wink";"Wink"
"Worried";"Worried"
"Yes";"Yes"
"Your changes have been saved.";"Your changes have been saved."
"Your List has been deleted.";"Your List has been deleted."
"Your List has been created successfully.";"Your List has been created successfully."
"Edit list with %s items";"Edit list with %s items"
"Edit your list for viewing updates by choosing content items and friends below.";"Edit your list for viewing updates by choosing content items and friends below."
"Create list with %s items";"Create list with %s items"
"Selected (%s)";"Selected (%s)"
"Enter List Title...";"Enter List Title..."
"Create a new list for viewing updates by choosing content items and friends below.";"Create a new list for viewing updates by choosing content items and friends below."
"Guests";"Guests"
"Likes";"Likes"
"You have no events suggestions.";"You have no events suggestions."
"host by %1$s";"host by %1$s"
"by %1$s";"by %1$s"
"%s mutual friend";"%s mutual friend";"%s mutual friends"
"Accept";"Accept"
"Not Now";"Not Now"
"You have no new friend requests.";"You have no new friend requests."
"You have no groups suggestions.";"You have no groups suggestions."
"%s member";"%s member";"%s members"
"Location";"Location"
"Time create";"Time create"
"You have no new member suggestions.";"You have no new member suggestions."
"Most Liked Items";"Most Liked Items"
"Posted by %s";"Posted by %s"
"Liked";"Liked"
"%s like";"%s like";"%s likes"
"Access to address books";"Access to address books"
"to invite friends to connect with them in the social networking";"to invite friends to connect with them in the social networking"
"Accept your Friend Requests";"Accept your Friend Requests"
"Search friends already on %s";"Search friends already on %s"
"Find Friends";"Find Friends"
"Member Suggestions";"Member Suggestions"
"Group Suggestions";"Group Suggestions"
"Event Suggestions";"Event Suggestions"
"Total shared";"Total shared"
"Stop Notifications";"Stop Notifications"
"Get Notifications";"Get Notifications"
"Disable Comments";"Disable Comments"
"Enable Comments";"Enable Comments"
"Lock Feed";"Lock Feed"
"Unlock Feed";"Unlock Feed"

"{item:$subject} likes {item:$object:post}.";"{item:$subject} likes {item:$object:post}."
"{item:$subject} has commented on {item:$object:post}.";"{item:$subject} has commented on {item:$object:post}."

# notify_ynfeed_tag
"_EMAIL_NOTIFY_YNFEED_TAG_TITLE";"Advanced Feed - Tagged"
"_EMAIL_NOTIFY_YNFEED_TAG_DESCRIPTION";"This email is sent to the member when someone tags them."
"_EMAIL_NOTIFY_YNFEED_TAG_SUBJECT";"You have been tagged"
"_EMAIL_NOTIFY_YNFEED_TAG_BODY";"[header]

You have been tagged in a post. Please click the following link to view it:

http://[host][object_link]

[footer]"


# notify_follow_liked
"_EMAIL_NOTIFY_FOLLOW_LIKED_TITLE";"Follow Like"
"_EMAIL_NOTIFY_FOLLOW_LIKED_DESCRIPTION";"This email is sent to the member when someone likes the post you following."
"_EMAIL_NOTIFY_FOLLOW_LIKED_SUBJECT";"[sender_title] liked post"
"_EMAIL_NOTIFY_FOLLOW_LIKED_BODY";"[header]

[sender_title] has liked one of your following posts. Please click the following link to view it:

http://[host][object_link]

[footer]"

# notify_follow_commented
"_EMAIL_NOTIFY_FOLLOW_COMMENTED_TITLE";"Follow Comment"
"_EMAIL_NOTIFY_FOLLOW_COMMENTED_DESCRIPTION";"This email is sent to someone when a comment is made on the post."
"_EMAIL_NOTIFY_FOLLOW_COMMENTED_SUBJECT";"[sender_title] commented on something you following"
"_EMAIL_NOTIFY_FOLLOW_COMMENTED_BODY";"[header]

A new comment has been posted on one of your following posts by [sender_title]. Please click the following link to view it:

http://[host][object_link]

[footer]"

"Adv Notification";"Adv Notification"
"Notification Settings";"Notification Settings"
"These settings affect all members in your community.";"These settings affect all members in your community."
"Display notification (Seconds)";"Display notification (seconds)"
"Notification Refresh Time (Seconds)";"Notification Refresh Time (seconds)"
"Show photo in notification message";"Show photo in notification message"
"Define in seconds when the Advanced Feed Notification box should hide.";"Define in seconds when the Advanced Feed Notification box should hide."
"Define how many seconds before the notifications refresh.";"Define how many seconds before the notifications refresh."
"Show user profile photo in notification message box.";"Show user profile photo in notification message box."
"Save Changes";"Save Changes"
"Yes";"Yes"
"No";"No"
"Style Settings";"Style Settings"
"These settings affect all theme in your community.";"These settings affect all theme in your community."
"Message Background color";"Message Background color"
"Text color";"Text color"
"Set Default";"Set Default"
"Sound Alert Settings";"Sound Alert Settings"
"Choose Sound Alert (Required)";"Choose Sound Alert (Required)"
"Choose Sound Alert (Optional)";"Choose Sound Alert (Optional)"
"Play sound alert in notification message";"Play sound alert in notification message"
"Support file mp3";"Support file mp3"
"Support wav file for firefox";"Support wav file for firefox"
"You have set default styles.";"You have set default styles."
"Your changes have been saved.";"Your changes have been saved."
"Have a low number (< 30 seconds) for this setting value could impact the performance of the system.";"Have a low number (< 30 seconds) for this setting value could impact the performance of the system."

# --------- End Activity ------

# --------- Start Announcement -----

"Manage Announcements";"Manage Announcements"
"ANNOUNCEMENT_VIEW_SCRIPTS_ADMINMANAGE_DESCRIPTION";"Announcements are a great way to keep your members engaged in the community. Announcements appear inside the ""Announcement Widget"", which you can place anywhere on your site. By default, this widget appears at the top of the member homepage - this way, members see your announcements right when they sign in. You can move this widget elsewhere or change its settings in the <a href='%s'>Layout Editor</a>."
"There are currently no announcements.";"There are currently no announcements."
"Post New Announcement";"Post New Announcement"
"Please compose your new announcement below.";"Please compose your new announcement below."
"Post Announcement";"Post Announcement"
"Edit Announcement";"Edit Announcement"
"Posted by %1$s %2$s";"Posted by %1$s %2$s"
"Please modifiy your announcement below.";"Please modifiy your announcement below."
" or ";" or "
"Delete Announcement?";"Delete Announcement?"
"Are you sure that you want to delete this announcement? It will not be recoverable after being deleted.";"Are you sure that you want to delete this announcement? It will not be recoverable after being deleted."
"edit";"edit"
"Title";"Title"
"Author";"Author"
"ID";"ID"
"%d announcements total";"%d announcements total"
"Are you sure that you want to delete the %d announcements? It will not be recoverable after being deleted.";"Are you sure that you want to delete the %d announcements? It will not be recoverable after being deleted."
"Delete the selected announcements?";"Delete the selected announcements?"
"Please select an announcement to delete.";"Please select an announcement to delete."

"ITEM_TYPE_ANNOUNCEMENT";"Announcements"

# -------- End Announcement ------

# -------- Start Album -------
"There has been no album in this category yet.";"There has been no album in this category yet."
"Title is saved successfully.";"Title is saved successfully."
"Enter a location";"Enter a location"
"Where was this photo taken?";"Where was this photo taken?"
"Date Taken";"Date Taken"
"Date is saved successfully.";"Date is saved successfully."
"Are you sure that you want to delete this album?";"Are you sure that you want to delete this album?"
"Are you sure that you want to delete this photo?";"Are you sure that you want to delete this photo?"
"Delete Successfully";"Delete Successfully"
"Set album cover successfully";"Set album cover successfully"
"Add Location";"Add Location"
"Change location successfully!";"Change location successfully!"

"Download Album";"Download Album"
"Album";"Album"
"Albums";"Albums"
"Album Statistics";"Album Statistics"
"Hover the mouse on the photo to see navigation buttons";"Hover the mouse on the photo to see navigation buttons"
"Album %1$s by %2$s";"Album %1$s by %2$s"
"you already rated";"you already rated"
"please login to rate";"please login to rate"
"click to rate";"click to rate"
"rating";"rating"
"ratings";"ratings"
"Edit Title";"Edit Title"
"Change Date";"Change Date"
"Change Location";"Change Location"
"Set Album Cover";"Set Album Cover"
"Download Resized Photo";"Download Resized Photo"
"Download Full Size Photo";"Download Full Size Photo"
"Your report has been submitted";"Your report has been submitted"
"Download";"Download"
"flip vertical";"flip vertical"
"flip horizontal";"flip horizontal"
"rotate left";"rotate left"
"rotate right";"rotate right"
"Separate multiple email addresses (up to 5) with commas.";"Separate multiple email addresses (up to 5) with commas."
"Your name or your email";"Your name or your email"
"Message:";"Message:"
"Send!";"Send!"
"Recipient email";"Recipient email"
"Your picture has been sent.";"Your picture has been sent."
"Email invalid:";"Email invalid:"
"Slide Show";"Slide Show"
"Original Effect";"Original Effect"
"Flash Effect";"Flash Effect"
"Fold Effect";"Fold Effect"
"Fush Effect";"Fush Effect"
"%1$s\'s Other Albums";"%1$s\'s Other Albums"

"Forum code";"Forum code"
"Send to friend";"Send to friend"
"Send to yahoo";"Send to yahoo"

"Photo Albums";"Photo Albums"
"photo";"photo";"photos"
"Wall Photos";"Wall Photos"
"View All Albums";"View All Albums"

"ADMIN_ACTIVITY_TYPE_ADVALBUM_PHOTO_NEW";"When a new photo is uploaded."
"ADMIN_ACTIVITY_TYPE_LIKE_ALBUM";"When someone likes one of my albums."
"ADMIN_ACTIVITY_TYPE_LIKE_ALBUM_PHOTO";"When someone likes one of my photos."
"ADMIN_ACTIVITY_TYPE_LIKED_ALBUM";"When someone comments on an album I liked."
"ADMIN_ACTIVITY_TYPE_LIKED_ALBUM_PHOTO";"When someone comments on a photo I liked."
"ADMIN_ACTIVITY_TYPE_COMMENTED_ALBUM";"When someone comments on an album I commented on."
"ADMIN_ACTIVITY_TYPE_COMMENTED_ALBUM_PHOTO";"When someone comments on a photo I commented on."
"ADMIN_ACTIVITY_TYPE_COMMENT_ADVALBUM";"When someone comments on one of my albums."
"ADMIN_ACTIVITY_TYPE_COMMENT_ADVALBUM_PHOTO";"When someone comments on one of my photos."

"_ACTIVITY_ACTIONTYPE_ALBUM_PHOTO_NEW";"New photo albums"
"_ACTIVITY_ACTIONTYPE_COMMENT_ALBUM";"Comments on your photo albums"
"_ACTIVITY_ACTIONTYPE_COMMENT_ALBUM_PHOTO";"Comments on your photos"

"_ACTIVITY_ACTIONTYPE_ADVALBUM_PHOTO_NEW";"New photo albums"
"_ACTIVITY_ACTIONTYPE_COMMENT_ADVALBUM";"Comments on your photo albums"
"_ACTIVITY_ACTIONTYPE_COMMENT_ADVALBUM_PHOTO";"Comments on your photos"

"ACTIVITY_TYPE_COMMENTED_ALBUM";"When someone comments on an album I commented on."
"ACTIVITY_TYPE_COMMENTED_ALBUM_PHOTO";"When someone comments on a photo I commented on."
"ACTIVITY_TYPE_COMMENT_ALBUM";"When someone comments on one of my albums."
"ACTIVITY_TYPE_COMMENT_ALBUM_PHOTO";"When someone comments on one of my photos."
