
"<?php die(""Access Denied"");?>;"
"Success";"Sucesso"
"Description";"Descrição"
"Name";"Nome"
"member";"membro";"membros"
"friendship";"amizade";"amizades"
"post";"post";"posts"
"comment";"comentário";"comentários"
"Password";"Senha"
"Login";"Login"
"Remember Me";"Relembrar-me "
"Email Address";"E-mail"
"Message";"Mensagem"
"Human Verification";"Verificação Humana"
"Please type the characters you see in the image.";"Por favor, digite os caracteres que você vê na imagem."
"Send Message";"Enviar mensagem"
"Posted by %s";"Enviado por %s"
"%s update";"%s atualização";"%s atualizações"
"%s Update";"%s Atualização";"%s Atualizações"
"updates";"atualizações"
"0 Updates";"0 Atualizações"
"First";"Primeira"
"Last";"Última"
"&#171";" Previous";"""&#171";" Anterior"
"Next &#187";"Seguinte &#187"
"More +";"Mais +"
"Copyright";"Copyright"
"Created %s by ";"Criado %s por"
"Post Comment";"Comentar Post"
"%s comment";"%s comentário";"%s comentários"
"%d hour ago";"%d horas atrás";"%d hours ago"
"There was an error processing your request.  Please try again later.";"Houve um erro ao processar o pedido. Por favor, tente novamente mais tarde."
"View all %s comment";"todos os %s comentarios";"ver todos os %s comentario"
"Like This";"Gostei disto"
"Like";"Gostei"
"Unlike";"Gostei (Desfazer)"
"Comment";"Comentário"
"Unlike This";"Diferentemente dessa"
"%s likes this";"%s gostou disto";"%s gostam disto"
"%s person likes this";"%s pessoa que gostar disto";"%s pessoas que gostaram disto"
"View previous comments";"Veja os comentários anteriores"
"View more comments";"Ver mais comentários"
"View later comments";"Exibir mais tarde comentários"
"View All Updates";"Ver Todas as atualizações"
"Mark All Read";"Marcar todos como lidos"
"You have no new updates.";"Você não tem novas atualizações."
"Report";"Denunciar"
"Submit Report";"Enviar relatório"
"Do you want to report this?";"Você deseja denunciar isto?"
"(select)";"(Selecione)"
"Spam";"Spam"
"Abuse";"Abuse"
"Inappropriate Content";"Conteúdo impróprio"
"Licensed Material";"Material Licenciado"
"Other";"Outras"
"Add Link";"Adicionar Link"
"Edit Thumbnail";"Editar Miniatura"
"Apply Changes";"Aplicar alterações"
"" Loading...";"Carregando ..."
"Are you sure you want to delete this link?";"Tem certeza de que deseja excluir este link?"
"Delete Link";"Link Excluir"
"Please enter a search query.";"Introduza uma consulta de pesquisa."
"No results were found.";"Não foram encontrados resultados."
"%s result found";"%s resultado encontrado";"%s resultado encontrado"
"Whoops!";"Opa!"
"Page Not Found";"Page Not Found"
"Go Back";"Voltar"
"The page you have attempted to access could not be found.";"A página que você tentou acessar não pôde ser encontrada."
"Private Page";"Página Private"
"You do not have permission to view this private page.";"Você não tem permissão para visualizar esta página privada."
"That resource does not exist";"Esse recurso não existe"
"Please sign in to continue.";"Faça o login para continuar."
"Like added";"Agradecimento adicionado"
"Like removed";"Agradecimento removido"
"Invalid request method";"método de solicitação inválido"
"Comment deleted";"Comentário excluído"
"Invalid data";"Dados inválidos"
"The requested resource could not be found.";"O recurso requisitado não foi encontrado."
"You are not authorized to access this resource.";"Você não está autorizado a acessar este recurso."
"Please sign in to continue..";"Faça o login para continuar."
"Whoops! Something went wrong!";"Opa! Alguma coisa deu errado!"
"Thank you for your feedback!";"Obrigado por seus comentários!"
"Invalid Method";"Método inválido"
"Link created";"Link criado"
"Link doesn't exists or not authorized to delete";"Link não existe ou não autorizado a excluir"
"Link has been deleted.";"O link foi excluído."
"Birthdays must include a month and a date.";"Aniversários deve incluir um mês e data."
"Please select a date from the calendar";"Por favor, selecione uma data no calendário"
"Please select a time from the dropdown";"Por favor, selecione um horário na lista suspensa"
"Please select AM or PM";"Por favor, selecione AM ou PM"
"AM/PM value selected without specifying a time";"AM / PM o valor selecionado sem especificar uma hora"
"End time cannot be before start time";"Hora de término não pode ser antes da partida"
"By %s";"por %s"
"...";"..."
"An error has occurred processing the request.  The target may no longer exist.";"Ocorreu um erro ao processar o pedido. O destino pode não existir mais."
"Close";"Fechar"
"Sign In or %1$sJoin%2$s";"Sign In or %1$sJoin%2$s"
"and";"e"
"now";"agora"
"in a few seconds";"em poucos segundos"
"a few seconds ago";"há alguns segundos"
"in %s minute";"in %s minuto";"in %s minutos"
"%s minute ago";"%s minuto atrás";"%s minutos atrás"
"in %s hour";"em %s hora";"em %s hora"
"%s hour ago";"%s hora atrás";"%s horas atrás"
"_ACTIVITY_ACTIONTYPE_LOGIN";"Assinatura em"
"_ACTIVITY_ACTIONTYPE_LOGOUT";"Assinatura fora"
"_ACTIVITY_ACTIONTYPE_NETWORK_JOIN";"Aderir a uma rede"
"_ACTIVITY_ACTIONTYPE_POST";"Postando perfil de alguém"
"_ACTIVITY_ACTIONTYPE_POST_SELF";"Lançar uma atualização de status para o seu perfil"
"_ACTIVITY_ACTIONTYPE_PROFILE_PHOTO_UPDATE";"Mudar sua foto"
"_ACTIVITY_ACTIONTYPE_SIGNUP";"Inscrever-se"
"_ACTIVITY_ACTIONTYPE_STATUS";"Actualizar o meu estado"
"_ACTIVITY_ACTIONTYPE_FIELDS_CHANGE_GENERIC";"Actualizar o meu perfil"
"_ACTIVITY_ACTIONTYPE_FRIENDS";"Quando eu me tornar amigo de alguém"
"_ACTIVITY_ACTIONTYPE_FRIENDS_FOLLOW";"Quando eu seguir alguém"
"_CORE_CONTACT_DESCRIPTION";"Se você quiser nos fazer uma pergunta diretamente, envie a sua mensagem com o seguinte formulário."
"_CORE_HELP_CONTACT_MESSAGE";"Name: %1$s
Email: %2$s
Member Info: (%3$s - %4$s)
IP: %5$s
User-agent: %6$s
Timestamp: %7$s
Message:
    %8$s"
"_CORE_PRIVACY_STATEMENT";"Esta página conterá a declaração de privacidade de sua escolha."
"_CORE_TERMS_OF_SERVICE";"Esta página conterá os termos de serviço de sua escolha."
"You can no longer respond to this message because %1$s has blocked you.";"You can no longer respond to this message because %1$s has blocked you."
"Member Level Settings";"Configurações de nível de membros"
"Select Member Level";"Selecione Nível dos"
"Public";"Público"
"Default Level";"Nível Padrão"
"Moderators";"Moderadores"
"Admins";"Admins"
"Superadmins";"Superadmins"
"Options";"Opções"
"Date";"Data"
"Views";"Vistas"
"Owner";"Proprietário"
"delete";"excluir"
"Delete Selected";"Delete Selected"
"_CORE_ADMIN_STATS_CORE_VIEWS";"Visualização de páginas "
"_CORE_ADMIN_STATS_USER_CREATIONS";"Cadastre-ups"
"_CORE_ADMIN_STATS_USER_LOGINS";"Cadastre-ins"
"_CORE_ADMIN_STATS_MESSAGES_CREATIONS";"As mensagens privadas"
"_CORE_ADMIN_STATS_USER_FRIENDSHIPS";"Novas amizades"
"_CORE_ADMIN_STATS_CORE_COMMENTS";"Comentários"
"_CORE_ADMIN_STATS_CORE_REPORTS";"Abuso de relatórios"
"_CORE_ADMIN_STATS_CORE_UNIQUES";"Visitantes únicos"
"_CORE_ADMIN_STATS_ACTIVITY_POSTS";"Feed itens"
"_CORE_ADMIN_STATS_AD_IMPRESSIONS";"impressões de anúncios"
"_CORE_ADMIN_STATS_AD_CLICKS";"cliques em anúncios"
"_CORE_ADMIN_STATS_ANNOUNCEMENT_CREATIONS";"Announcements"
"_CORE_ADMIN_STATS_CORE_EMAILS";"Emails Sent"
"Antarctica";"Antártica"
"Australia";"Austrália"
"Africa";"África"
"Asia";"Ásia"
"Europe";"Europa"
"South America";"América do Sul"
"North America";"América do Norte"
"CORE_VIEWS_SCRIPTS_ADMINADS_INDEX_DESCRIPTION";"Exibição de anúncios é uma excelente forma de rentabilizar a sua Tarfee. Com a criação de campanhas publicitárias, é possível determinar exatamente onde seus anúncios serão exibidos, por quanto tempo eles serão exibidos, e que eles serão mostrados ao. A chave para gerar receitas substanciais de sua Tarfee é a criação de campanhas publicitárias específicas. Isso significa que você deve fazer um esforço para mostrar anúncios específicos aos usuários com base em seus interesses ou as características pessoais (por exemplo, suas informações de perfil). Para conseguir isso, as campanhas publicitárias podem ser criados para níveis de usuários específicos e / ou redes."
"You currently have no advertising campaigns.";"Neste momento não tem campanhas publicitárias."
"Create Advertising Campaign";"Criar Campanha Publicitária"
"Follow this guide to design and launch a new advertising campaign.";"Siga este guia para projetar e lançar uma nova campanha publicitária."
"Campaign Name";"Nome da campanha"
"Start Date";"Data de Início"
"End Date";"Data de Fim"
"Don't end this campaign on a specific date.";"Não termine a campanha em uma data específica."
"End this campaign on a specific date.";"Fim desta campanha em uma data específica."
"Total Views Allowed";"Visualizações admitidos"
"The campaign will end when this number of views is reached. Enter ""0"" for unlimited views.";"A campanha terminará quando este número de pontos de vista é atingido. Digite ""0"" para vistas ilimitadas."
"Total Clicks Allowed";"Total de cliques permitidos"
"The campaign will end when this number of clicks is reached. Enter ""0"" for unlimited clicks.";"A campanha terminará quando este número de cliques seja alcançado. Digite ""0"" para os cliques ilimitados."
"CORE_FORM_ADMIN_ADS_CREATE_LIMITCTR_DESCRIPTION";"Se você especificar um CTR mínimo (click-through, que é a relação de cliques para exibições) e CTR da campanha vai abaixo do seu limite, a campanha será finalizada. Se você optar por especificar um limite de CTR mínimo, você deve inseri-lo como uma porcentagem de cliques para exibições (0,05%). Para criar uma campanha sem um final definido, não especificar limites e sua campanha vai continuar até que você decida terminá-la."
"CORE_FORM_ADMINS_ADS_CREATE_ADLEVELS_DESCRIPTION";"níveis Especifique qual membro será mostrado anúncios desta campanha. Para mostrar essa campanha para todos os níveis membro, deixá-los todos os selecionados. Use a tecla Ctrl pressionada para selecionar ou desmarcar vários níveis."
"CORE_FORM_ADMINS_ADS_CREATE_ADNETWORKS_DESCRIPTION";"Especifique quais redes serão mostrados anúncios desta campanha. Para mostrar essa campanha a todas as redes, deixá-los todos os selecionados. Use a tecla Ctrl pressionada para selecionar ou desmarcar múltiplas redes."
"Show this advertisement to visitors that are not logged in.";"Mostre este anúncio para os visitantes que ainda não fez o"
"Create Campaign";"Criar campanha"
"Minimum CTR";"Mínimo CTR"
"pause";"pausa"
"un-pause";"pause-un"
"CTR";"CTR"
"Clicks";"Cliques"
"Edit Advertising Campaign";"Editar Campanha Publicitária"
"Manage Advertisements";"Gerenciar anúncios"
"Editing Ad Campaign";"Edição campanha de publicidade"
"There are no advertisements added to this campaign.";"Não existem anúncios adicionados a esta campanha."
"Add New Advertisement";"Adicionar um anúncio"
"CORE_VIEWS_SCRIPTS_ADMINADS_MANAGEADS_DESCRIPTION";"Exibição de anúncios é uma excelente forma de rentabilizar a sua Tarfee. Com a criação de campanhas publicitárias, é possível determinar exatamente onde seus anúncios serão exibidos, por quanto tempo eles serão exibidos, e que eles serão mostrados ao. A chave para gerar receitas substanciais de sua Tarfee é a criação de campanhas publicitárias específicas. Isso significa que você deve fazer um esforço para mostrar anúncios específicos aos usuários com base em seus interesses ou as características pessoais (por exemplo, suas informações de perfil). Para conseguir isso, as campanhas publicitárias podem ser criados para níveis de usuários específicos e / ou redes."
"Create Advertisement";"Criar um Anúncio"
"Follow this guide to design and create a new advertisement.";"Siga este guia para desenhar e criar um novo anúncio."
"preview";"previsão"
"Preview";"Preview"
"HTML Code";"Código HTML"
"Edit HTML";"Editar HTML"
"Edit Advertisement";"Editar Anúncio"
"CORE_FORM_ADMIN_ADS_AD_MEDIATYPE_DESCRIPTION";"Carregar uma imagem da bandeira do seu computador ou especificar o seu anúncio de código HTML (por exemplo, o Google Adsense). Se você optar por fazer upload de uma imagem, ele deve ser um válido GIF, JPG, JPEG ou PNG em 200kb."
"Upload Banner Image";"Enviar banner"
"Insert Banner HTML";"Inserir HTML Banner"
"Advertisement Name";"Nome da Anúncio"
"Advertisement Media";"Anúncio de mídia"
"CORE_VIEWS_SCRIPTS_FANCYUPLOAD_DESCRIPTION";"Este formulário é apenas um exemplo de recurso para o comportamento discreto de FancyUpload. Se esta parte não é alterado, algo deve estar errado com seu código."
"Upload a Photo:";"Upload de uma foto:"
"CORE_VIEWS_SCRIPTS_FANCYUPLOAD_ADDPHOTOS";"Clique em Adicionar Fotos para selecionar uma foto do seu computador. Depois de ter selecionado as fotos, eles vão começar a enviar de imediato. Quando o upload for concluído, você será capaz de visualizar o anúncio."
"done";"feito"
"Advertisement Preview";"Anúncio Preview"
"Delete Advertisement";"Excluir Anúncio"
"Are you sure you want to delete this advertisement?";"Tem certeza que quer apagar este anúncio?"
"Delete Ad";"Excluir Anúncio"
"Advertisement Edited.";"Anúncio editado."
"Ad Campaign Deleted";"Campanha publicitária Excluídos"
"Advertisement Deleted.";"Anúncio Excluído."
"Max file size limit exceeded (probably).";"Max limite de tamanho de arquivo excedido (provavelmente)."
"No file";"Nenhum arquivo"
"Invalid Upload";"Upload inválido"
"Your changes have been saved.";"Suas alterações foram salvas."
"ITEM_TYPE_CORE_PAGE";"Pages"
"- All unsaved changes to pages or widgets will be lost - ";"- Todas as alterações não salvas a páginas ou widgets serão perdidos -"
"Any unsaved changes will be lost. Are you sure you want to leave this page?";"As alterações não salvas serão perdidas. Tem certeza de que deseja sair desta página?"
"Your changes to this page have been saved.";"Suas alterações a esta página foram salvos."
"The selected layout change will cause %s areas containing widgets to be destroyed. Are you sure you want to continue?";"A mudança de layout selecionado fará áreas% s contém widgets para ser destruído. Tem certeza que quer continuar?"
"Tabbed Blocks";"Tabbed Blocos"
"Give your new page a unique name. This will appear in the list of pages in the ""Open Page"" tab.";"Dê a sua nova página de um nome único. Isso vai aparecer na lista de páginas na ""página aberta"" guia."
"Page Name";"Nome da Página"
"Create Page";"Criar Página"
"New Page";"Nova Página"
"Open Page";"Abrir página"
"and keep your current layout.";"e manter seu layout atual."
"Edit Columns";"Edit Columns"
"hide on this page";"esconder nesta página"
"show on this page";"show nesta página"
"Main Content Area";"Principal área de conteúdo"
"Available Blocks";"Disponível Blocos"
"Drop things here to add them to the global footer.";"Drop coisas para adicioná-los para o rodapé global."
"Changes made to this form will not be saved.  Please adjust the permissions (CHMOD) of file %s to 777 and try again.";"Changes made to this form will not be saved.  Please adjust the permissions (CHMOD) of file %s to 777 and try again."
"Select a new column layout for this page.";"Selecione um layout de coluna para esta página."
"Edit Page Info";"Editar informações Page"
Page Title <span>(title tag)</span>";"Page Title <span>(title tag)</span>"
Page Keywords <span>(meta tag)</span>";"Page Keywords <span>(meta tag)</span>"
Page Description <span>(meta tag)</span>";"Page Description <span>(meta tag)</span>"
"Page URL";"URL da página"
Page Name <span>(for your reference only)</span>";"Page Name <span>(for your reference only)</span>"
"The URL may only contain alphanumeric characters and dashes - any other characters will be stripped. The full url will be http://www.yoursite.com/pages/[url]";"O URL pode conter apenas caracteres alfanuméricos e traços - quaisquer outros caracteres serão removidos. A url completa serás/[url]"
"Error: no values";"Erro: não há valores"
Global Footer";"Global Rodapé"
Missing theme";"Falta tema"
"Not in theme files";"Não está em arquivos de tema"
"Not writeable";"Não gravável"
"Could not create backup";"Não foi possível criar backup"
"Could not save contents";"Não foi possível salvar o conteúdo"
"Bad params";"Bad params"
"Please select the type of log you wish to view from the filter above.";"Por favor, selecione o tipo de log que você deseja ver do filtro acima."
"CORE_VIEWS_SCRIPTS_ADMINLANGUAGE_EDIT_DESCRIPTION";"As frases de linguagem neste pacote são mostradas abaixo. Se você está procurando uma frase específica, use a caixa de pesquisa abaixo para encontrá-lo. Não esqueça de clicar em Salvar alterações antes de passar para a próxima página de frases, se você deseja manter as alterações. Benealth cada frase, você vai ver a frase original para sua referência. Isso é útil se você perdeu ou acidentalmente apagou um Algumas frases são frases no plural -.. você verá exemplos de números usados para essas frases em itálico "
"This phrase is pluralized. Example values:";"Esta frase está no plural. Exemplo de valores:"
"When you've finished editing this language pack, you can return to the %s.";"Quando você terminar de editar este pacote de idioma, você pode retornar a %s."
"Previous Page";"Página Anterior"
"CORE_VIEWS_SCRIPTS_ADMINLANGUAGE_INDEX_DESCRIPTION";"O layout de sua comunidade inclui centenas de frases do texto que são armazenados em um pacote de idiomas. Se quiser alterar qualquer uma dessas frases, você pode editar um pacote de idiomas a seguir. Se você quiser permitir que seus membros a escolher entre vários idiomas, você também pode criar ou importar os pacotes adicionais. Se você tem vários packs instalados, o pacote que você marcou como padrão será a linguagem que mostra se um membro não tenha especificado a sua língua de escolha."
"Upload New Pack";"Upload Novo pacote"
"Create New Pack";"Criar um novo pacote"
"edit phrases";"editar frases"
"export";"exportação"
"default";"padrão"
"Delete Report?";"Relatório Delete?"
"Are you sure that you want to delete this report? It will not be recoverable after being deleted.";"Tem certeza de que deseja excluir este relatório? Não vai ser recuperado depois de ser excluída."
"Delete the selected reports?";"Excluir os relatórios selecionados?"
"Are you sure that you want to delete this %d report? It will not be recoverable after being deleted.";"Tem certeza que deseja apagar este relatório% d? Não vai ser recuperado depois de ser excluída."
"This page lists all of the reports your users have sent in regarding inappropriate content, system abuse, spam, and so forth. You can use the search field to look for reports that contain a particular word or phrase. Very old reports are periodically deleted by the system.";"Esta página lista todos os relatórios de seus usuários enviaram sobre conteúdo impróprio, abuso do sistema, spam, e assim por diante. Você pode usar o campo de busca para procurar por relatórios que contenham uma determinada palavra ou frase. Relatórios muito antigos são periodicamente eliminados pelo sistema."
"Dismiss Selected";"Dispensar selecionados"
"There are currently no outstanding abuse reports.";"Atualmente não existem relatos de abuso pendentes."
"Content Type";"Tipo de conteúdo"
"CORE_VIEWS_SCRIPTS_ADMINSTATS_INDEX_DESCRIPTION";"Fique ligado para o pulso de sua comunidade, observando as suas estatísticas em todo o site. Os filtros abaixo permitem-lhe observar várias métricas e sua mudança ao longo de períodos de tempo diferentes."
"Top Referring Sites";"Top Sites de referência"
"CORE_VIEWS_SCRIPTS_ADMINSTATS_REFERRERS_DESCRIPTION";"Estes são os 100 mais comuns referentes URLs monitoradas desde a página inicial. Isso indica que a maioria do seu tráfego está vindo de novo. Limpar periodicamente a lista vai lhe dar dados de referência fresco."
"Are you sure you want to clear the referrers?";"Tem certeza que quer apagar as referencias?"
"Hits";"Hits"
"Referring URL";"URL de referência"
"There have not been any referrers logged yet.";"Não houve qualquer referrers registrado ainda."
"CORE_VIEWS_SCRIPTS_ADMINSYSTEM_LOG_DESCRIPTION";"Logs do sistema são úteis para a solução de problemas e depuração. Selecione o registro que você gostaria de ver abaixo."
"Empty Log";"Log vazio"
"Error log";"Erro de log"
"Language log";"log Língua"
"Video encoding log";"Video log codificação"
"Show %s Line";"Mostra %s linhas";"Mostra %s linhas"
"Show 100 Lines";"Mostra 100 linhas"
"Show 1000 Lines";"Mostra 1000 linhas"
"Show 5000 Lines";"Mostra 5000 linhas"
"Show 10000 Lines";"Mostra 10000 linhas"
"Show 50000 Lines";"Mostrar 50 mil linhas"
"View Log";"Exibir Log"
"Are you sure you want to empty the %s";"Tem certeza que quer esvaziar %s"
"CORE_VIEWS_SCRIPTS_ADMINTHEMES_INDEX_DESCRIPTION";"aparência geral Personalize a sua comunidade e sentir editando seu tema atual ou escolher um novo. Temas consistem em arquivos CSS, que você pode editar diretamente aqui ou via FTP em seu servidor. Se você quiser fazer alterações personalizadas aqui, selecione o arquivo CSS que você deseja editar a partir do menu suspenso abaixo. Se você preferir escolher apenas um tema completamente diferente, use o seletor de tema na parte inferior. aparência geral Personalize a sua comunidade e sentir editando seu tema atual ou escolher um novo. Seu tema é composto de vários arquivos CSS. Se você quiser fazer alterações personalizadas para estes arquivos", selecione o que você deseja editar a partir do menu suspenso abaixo. Se você preferir escolher apenas um tema completamente diferente, use o seletor de tema na parte "
"If you leave the page now, your changes will be lost. Are you sure you want to continue?";"Se você deixar a página agora, suas alterações serão perdidas. Tem certeza que quer continuar?"
"Your changes have been saved!";"Suas alterações foram salvas!"
"An error has occurred. Changes could NOT be saved.";"Ocorreu um erro. Mudanças poderiam não ser salvo."
"CORE_VIEWS_SCRIPTS_ADMINTHEMES_INDEX_REVERTTHEMEFILE";"Tem certeza que deseja reverter todas as alterações feitas a este tema? Se sim, o tema original será restaurado imediatamente e suas alterações perdido. Se você deseja fazer o backup suas alterações, exportá-lo para o seu computador."
"Edit your current theme:";"Edit your current theme:"
"CORE_VIEWS_SCRIPTS_ADMINTHEMES_INDEX_STYLESHEETSPERMISSION";"The stylesheets for your current theme are not writeable. Please set full permissions recursively (CHMOD -R 0777) on ""application/themes/%s"" and try again."
"CORE_VIEWS_SCRIPTS_ADMINTHEMES_INDEX_REVERTTHEMECHANGES";"Tem certeza que deseja reverter todas as alterações feitas a este tema? Se sim, o tema original será restaurado imediatamente e suas alterações perdido. Se você deseja fazer o backup suas alterações, exportá-lo para o seu computador."
"Upload Theme";"Upload Tema"
"%s's Dashboard";"%s's Painel de"
"View Members";"Ver menbros"
"View Abuse Reports";"Abuso Exibir relatórios"
"Manage Plugins";"Gerenciar Plugins"
"Edit Site Layout";"Editar Layout do Site"
"Edit Site Theme";"Editar Tema do site"
"View Statistics";"Ver Estatísticas"
"Post Announcement";"Anúncio Post"
"Get More Plugins";"Obtenha mais plugins"
"Get More Themes";"Obter mais temas"
"SocialEngine Control Panel";"SocialEngine Painel de Controle"
"You're signed-in as %s";"Você está logado, como %s"
"back to network";"de volta à rede"
"sign out";"Inscreva-se"
"News & Updates";"Novas atualizações"
"More SE News";"Mais notícias SE"
"Select Language: ";"Escolha um idioma:"
"US/Pacific";"US/Pacific"
"(UTC-8) Pacific Time (US & Canada)";"(UTC-8) Pacific Time (US & Canada)"
"US/Mountain";"US/Mountain"
"(UTC-7) Mountain Time (US & Canada)";"(UTC-7) Mountain Time (US & Canada)"
"US/Central";"US/Central"
"(UTC-6) Central Time (US & Canada)";"(UTC-6) Central Time (US & Canada)"
"US/Eastern";"US/Eastern"
"(UTC-5) Eastern Time (US & Canada)";"(UTC-5) Eastern Time (US & Canada)"
"America/Halifax";"America/Halifax"
"(UTC-4)  Atlantic Time (Canada)";"(UTC-4)  Atlantic Time (Canada)"
"America/Anchorage";"America/Anchorage"
"(UTC-9)  Alaska (US & Canada)";"(UTC-9)  Alaska (US & Canada)"
"Pacific/Honolulu";"Pacific/Honolulu"
"(UTC-10) Hawaii (US)";"(UTC-10) Hawaii (US)"
"Pacific/Samoa";"Pacific/Samoa"
"(UTC-11) Midway Island, Samoa";"(UTC-11) Midway Island, Samoa"
"Etc/GMT-12";"Etc/GMT-12"
"(UTC-12) Eniwetok, Kwajalein";"(UTC-12) Eniwetok, Kwajalein"
"Canada/Newfoundland";"Canada/Newfoundland"
"(UTC-3:30) Canada/Newfoundland";"(UTC-3:30) Canada/Newfoundland"
"America/Buenos_Aires";"America/Buenos_Aires"
"(UTC-3) Brasilia, Buenos Aires, Georgetown";"(UTC-3) Brasilia, Buenos Aires, Georgetown"
"Atlantic/South_Georgia";"Atlantic/South_Georgia"
"(UTC-2) Mid-Atlantic";"(UTC-2) Mid-Atlantic"
"Atlantic/Azores";"Atlantic/Azores"
"(UTC-1) Azores, Cape Verde Is.";"(UTC-1) Azores, Cape Verde Is."
"Europe/London";"Europe/London"
"Greenwich Mean Time (Lisbon, London)";"Greenwich Mean Time (Lisbon, London)"
"Europe/Berlin";"Europe/Berlin"
"(UTC+1) Amsterdam, Berlin, Paris, Rome, Madrid";"(UTC+1) Amsterdam, Berlin, Paris, Rome, Madrid"
"Europe/Athens";"Europe/Athens"
"(UTC+2) Athens, Helsinki, Istanbul, Cairo, E. Europe";"(UTC+2) Athens, Helsinki, Istanbul, Cairo, E. Europe"
"Europe/Moscow";"Europe/Moscow"
"(UTC+3) Baghdad, Kuwait, Nairobi, Moscow";"(UTC+3) Baghdad, Kuwait, Nairobi, Moscow"
"Iran";"Iran"
"(UTC+3:30) Tehran";"(UTC+3:30) Tehran"
"Asia/Dubai";"Asia/Dubai"
"(UTC+4) Abu Dhabi, Kazan, Muscat";"(UTC+4) Abu Dhabi, Kazan, Muscat"
"Asia/Kabul";"Asia/Kabul"
"(UTC+4:30) Kabul";"(UTC+4:30) Kabul"
"Asia/Yekaterinburg";"Asia/Yekaterinburg"
"(UTC+5) Islamabad, Karachi, Tashkent";"(UTC+5) Islamabad, Karachi, Tashkent"
"Asia/Dili";"Asia/Dili"
"(UTC+5:30) Bombay, Calcutta, New Delhi";"(UTC+5:30) Bombay, Calcutta, New Delhi"
"Asia/Katmandu";"Asia/Katmandu"
"(UTC+5:45) Nepal";"(UTC+5:45) Nepal"
"Asia/Omsk";"Asia/Omsk"
"(UTC+6) Almaty, Dhaka";"(UTC+6) Almaty, Dhaka"
"India/Cocos";"India/Cocos"
"(UTC+6:30) Cocos Islands, Yangon";"(UTC+6:30) Cocos Islands, Yangon"
"Asia/Krasnoyarsk";"Asia/Krasnoyarsk"
"(UTC+7) Bangkok, Jakarta, Hanoi";"(UTC+7) Bangkok, Jakarta, Hanoi"
"Asia/Hong_Kong";"Asia/Hong_Kong"
"(UTC+8) Beijing, Hong Kong, Singapore, Taipei";"(UTC+8) Beijing, Hong Kong, Singapore, Taipei"
"Asia/Tokyo";"Asia/Tokyo"
"(UTC+9) Tokyo, Osaka, Sapporto, Seoul, Yakutsk";"(UTC+9) Tokyo, Osaka, Sapporto, Seoul, Yakutsk"
"Australia/Adelaide";"Australia/Adelaide"
"(UTC+9:30) Adelaide, Darwin";"(UTC+9:30) Adelaide, Darwin"
"Australia/Sydney";"Australia/Sydney"
"(UTC+10) Brisbane, Melbourne, Sydney, Guam";"(UTC+10) Brisbane, Melbourne, Sydney, Guam"
"Asia/Magadan";"Asia/Magadan"
"(UTC+11) Magadan, Soloman Is., New Caledonia";"(UTC+11) Magadan, Soloman Is., New Caledonia"
"Pacific/Auckland";"Pacific/Auckland"
"(UTC+12) Fiji, Kamchatka, Marshall Is., Wellington";"(UTC+12) Fiji, Kamchatka, Marshall Is., Wellington"
"Network Information";"Network Information"
"License Key";"Chave de licença"
"Created";"Criado em"
"Statistics";"Estatísticas"
"Today";"Hoje"
"Total";"Total"
"Page Views";"Visualização de páginas "
"Sign-ins";"Entrar"
"Private Messages";"Mensagens Privadas"
"Friendships";"Amizades"
"Comments";"Comentários"
